family,n,p,load,giant_fraction,component_fraction,susceptibility,spanning_probability,relief_exhaustion,agreement,terrynce_score,terrynce_gradient,giant_gradient
square_bond,48,0.44,0.44,0.10344780815972222,0.1864691840277778,43.73766182185962,0.0,0.8135308159722222,0.6264691840277778,0.22424687404397095,0.7467502290930275,2.3261176215277755
square_bond,48,0.45,0.45,0.13719346788194445,0.1746554904513889,51.09575765898705,0.03125,0.8253445095486112,0.6246554904513888,0.2320001907315519,0.7732510910799483,3.9279513888888853
square_bond,48,0.46,0.46,0.1820068359375,0.1614312065972222,64.71897167846592,0.15625,0.8385687934027778,0.6214312065972223,0.23971189586556993,0.7962388446522349,3.1277126736111165
square_bond,48,0.47,0.47,0.19974772135416666,0.1521945529513889,68.45688789452191,0.1875,0.8478054470486112,0.6221945529513888,0.24792496762459657,0.7834895091292289,3.9916992187500075
square_bond,48,0.48,0.48,0.2618408203125,0.1352810329861111,80.6582636465808,0.25,0.8647189670138888,0.6152810329861111,0.2553816860481545,0.78954028900391,7.17909071180555
square_bond,48,0.49,0.49,0.3433295355902778,0.1252712673611111,107.97302889587876,0.59375,0.8747287326388888,0.6152712673611112,0.2637157734046748,0.8125744272087807,8.557807074652771
square_bond,48,0.5,0.5,0.4329969618055556,0.11131456163194445,123.41542583408051,0.6875,0.8886854383680556,0.6113145616319444,0.2716331745923301,0.8215261890748385,10.150146484374991
square_bond,48,0.51,0.51,0.5463324652777778,0.10106065538194445,100.34706538884598,0.90625,0.8989393446180556,0.6110606553819444,0.28014629718617157,0.8594246130887404,9.023030598958323
square_bond,48,0.52,0.52,0.6134575737847222,0.0910915798611111,86.62047771162766,0.9375,0.9089084201388888,0.6110915798611112,0.28882166685410493,0.899507012094982,7.132297092013883
square_bond,48,0.53,0.53,0.6889784071180556,0.0843234592013889,80.1707710221366,0.96875,0.9156765407986112,0.6143234592013889,0.2981364374280712,0.937853987342043,6.470404730902773
square_bond,48,0.54,0.54,0.7428656684027778,0.07732476128472222,51.343745609649346,1.0,0.9226752387152778,0.6173247612847222,0.3075787466009458,0.9322248291895727,6.962076822916657
square_bond,48,0.55,0.55,0.8282199435763888,0.0679660373263889,17.72430692376393,1.0,0.9320339626736112,0.6179660373263889,0.3167809340118627,0.9705120020368987,4.841444227430548
square_bond,48,0.56,0.56,0.8396945529513888,0.0635036892361111,29.32166483193487,1.0,0.9364963107638888,0.6235036892361112,0.3269889866416838,1.0031316414512206,1.7957899305555665
square_bond,48,0.57,0.57,0.8641357421875,0.0560302734375,20.826438854273746,1.0,0.9439697265625,0.6260302734375,0.336843566840887,1.0144082158509558,3.0131022135416825
square_bond,48,0.58,0.58,0.8999565972222222,0.05079481336805555,9.570335251715163,1.0,0.9492051866319444,0.6307948133680555,0.3472771509587028,1.045468131899834,2.07383897569444
square_bond,48,0.59,0.59,0.9056125217013888,0.0447998046875,13.426814532317076,1.0,0.9552001953125,0.6347998046875,0.3577529294788837,1.062778953659684,1.4879014756944462
